49;90
53;90
58;90
65;90
67;90
67;90
66;90
66;90
64;90
62;90
61;90
58;90
54;90
49;90
45;90
43;90
39;90
41;90
40;90
39;90
38;90
37;90
36;90
36;90
35;90
37;90
34;90
31;90
29;90
26;90
25;90
24;90
23;90
22;90
21;90
20;90
19;90
18;90
15;90
15;90
16;90
15;90
15;90
14;90
14;90
13;90
12;90
11;90
9;90
8;90
12;90
15;90
15;90
16;90
19;90
18;90
16;90
14;90
14;90
12;90
10;90
9;90
8;90
6;90
5;90
6;90
8;90
9;90
8;90
7;90
6;90
5;90
5;90
4;90
3;90
5;90
7;90
11;90
15;90
19;90
19;90
18;90
17;90
16;90
14;90
12;90
10;90
9;90
9;90
11;90
11;90
11;90
11;90
9;90
8;90
6;90
7;90
6;90
6;90
7;90
6;90
6;90
6;90
5;90
5;90
4;90
6;90
7;90
8;90
8;90
9;90
9;90
10;90
9;90
8;90
7;90
6;90
6;90
9;90
13;90
16;90
18;90
18;90
17;90
17;90
16;90
15;90
13;90
14;90
16;90
16;90
15;90
14;90
12;90
10;90
8;90
8;90
7;90
7;90
7;90
6;90
5;90
4;90
4;90
3;90
4;90
6;90
6;90
6;90
6;90
5;90
5;90
4;90
4;90
4;90
7;90
10;90
12;90
12;90
11;90
9;90
8;90
7;90
7;90
7;90
6;90
6;90
7;90
7;90
7;90
8;90
7;90
7;90
6;90
6;90
6;90
6;90
7;90
7;90
8;90
12;90
14;90
16;90
18;90
20;90
21;90
21;90
20;90
20;90
20;90
21;90
21;90
23;90
26;90
23;90
21;90
17;90
15;90
12;90
12;90
11;90
11;90
11;90
11;90
12;90
13;90
14;90
16;90
17;90
19;90
20;90
20;90
20;90
20;90
19;90
21;90
22;90
24;90
24;90
27;90
30;90
32;90
34;90
35;90
37;90
37;90
38;90
39;90
39;90
40;90
40;90
41;90
42;90
41;90
40;90
37;90
38;90
38;90
39;90
39;90
39;90
40;90
42;90
43;90
44;90
44;90
44;90
44;90
41;90
40;90
40;90
40;90
39;90
39;90
37;90
38;90
39;90
39;90
40;90
42;90
43;90
43;90
42;90
43;90
42;90
42;90
43;90
45;90
42;90
36;90
30;90
24;90
21;90
20;90
19;90
18;90
19;90
19;90
20;90
21;90
24;90
28;90
31;90
34;90
37;90
35;90
35;90
36;90
36;90
37;90
38;90
39;90
41;90
44;90
45;90
47;90
48;90
48;90
46;90
47;90
47;90
48;90
49;90
50;90
50;90
50;90
52;90
50;90
47;90
42;90
36;90
34;90
32;90
32;90
31;90
32;90
32;90
32;90
32;90
32;90
33;90
31;90
29;90
32;90
34;90
36;90
38;90
39;90
40;90
36;90
34;90
33;90
32;90
31;90
33;90
36;90
37;90
38;90
39;90
41;90
42;90
42;90
40;90
34;90
27;90
24;90
22;90
20;90
18;90
18;90
18;90
18;90
20;90
21;90
22;90
24;90
25;90
23;90
22;90
20;90
19;90
18;90
17;90
18;90
19;90
20;90
21;90
23;90
24;90
26;90
24;90
22;90
21;90
22;90
21;90
20;90
19;90
19;90
20;90
21;90
21;90
22;90
26;90
25;90
23;90
20;90
16;90
13;90
12;90
13;90
13;90
14;90
14;90
15;90
17;90
16;90
15;90
13;90
13;90
14;90
16;90
17;90
17;90
16;90
13;90
11;90
9;90
12;90
14;90
14;90
16;90
19;90
18;90
17;90
16;90
16;90
15;90
15;90
14;90
14;90
14;90
14;90
18;90
20;90
17;90
66;90
57;90
49;90
44;90
40;90
37;90
35;90
33;90
31;90
30;90
33;90
34;90
36;90
38;90
40;90
40;90
41;90
41;90
41;90
40;90
40;90
41;90
42;90
43;90
44;90
45;90
46;90
44;90
43;90
42;90
42;90
41;90
41;90
41;90
41;90
39;90
36;90
32;90
26;90
23;90
23;90
21;90
19;90
16;90
14;90
12;90
10;90
10;90
10;90
10;90
11;90
15;90
19;90
21;90
24;90
26;90
25;90
24;90
24;90
24;90
26;90
27;90
29;90
32;90
33;90
36;90
38;90
40;90
39;90
39;90
39;90
39;90
40;90
41;90
42;90
43;90
39;90
39;90
38;90
38;90
38;90
37;90
38;90
38;90
38;90
38;90
39;90
38;90
41;90
44;90
46;90
48;90
50;90
50;90
51;90
52;90
53;90
53;90
53;90
54;90
55;90
56;90
57;90
57;90
58;90
59;90
60;90
60;90
61;90
62;90
62;90
64;90
66;90
68;90
70;90
69;90
68;90
67;90
67;90
66;90
66;90
67;90
67;90
67;90
67;90
67;90
67;90
68;90
68;90
68;90
68;90
68;90
69;90
71;90
72;90
71;90
70;90
104;90
94;90
86;90
80;90
75;90
72;90
70;90
67;90
64;90
65;90
63;90
61;90
59;90
58;90
60;90
60;90
61;90
62;90
62;90
63;90
65;90
67;90
68;90
68;90
69;90
68;90
70;90
72;90
73;90
74;90
75;90
76;90
75;90
76;90
77;90
79;90
80;90
81;90
82;90
82;90
83;90
84;90
84;90
84;90
85;90
86;90
87;90
87;90
86;90
84;90
83;90
206;90
305;90
383;90
425;90
432;90
436;90
403;90
365;90
432;90
486;90
528;90
562;90
495;90
452;90
435;90
419;90
403;90
385;90
369;90
353;90
335;90
399;90
454;90
503;90
475;90
520;90
556;90
508;90
463;90
456;90
446;90
434;90
422;90
409;90
369;90
310;90
316;90
318;90
317;90
313;90
308;90
